Age,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,1992,1991,1990,1989,1988,1987,1986,1985,1984,1983,1982,1981,1980,1979,1978,1977,1976,1975,1974,1973,1972,1971
All Ages,"34,495,334","34,213,073","34,062,135","33,981,247","33,789,632","33,603,134","33,405,110","33,129,383","32,896,587","32,644,620","32,416,462","32,187,886","31,953,966","31,728,275","31,523,155","31,291,192","31,065,443","30,872,303","30,653,395","30,511,361","30,392,938","30,280,752","30,195,615","30,105,953","30,016,583","29,943,214","29,877,230","29,821,098","29,753,814","29,674,616","29,607,681","29,529,656","29,418,954","29,347,615","29,264,824","29,205,098","29,141,913","29,065,190","28,988,702","28,944,248","28,927,140","28,945,879","28,918,548","28,866,775","28,848,474","28,844,935","28,855,711","28,864,706","28,886,896","28,891,236","28,837,265","28,760,694"
0,"338,877","329,505","340,733","349,296","358,851","368,316","377,954","375,388","376,935","384,446","395,019","390,106","386,677","382,112","384,802","369,069","358,635","349,508","342,852","330,667","323,174","324,219","332,621","343,268","347,609","357,310","349,698","356,589","367,833","369,248","382,842","387,121","378,369","376,073","380,086","369,801","364,466","361,759","347,944","348,286","347,816","356,253","357,525","345,100","319,654","314,175","329,517","343,751","357,083","384,373","412,356","437,322"
1,"337,102","343,144","350,258","358,750","367,894","378,395","376,631","378,284","385,978","396,418","392,182","385,998","381,637","384,993","369,909","360,359","349,652","343,395","330,155","323,411","325,659","330,909","342,236","347,991","356,606","349,698","355,657","367,245","368,161","381,687","386,112","377,580","375,325","379,596","368,494","363,785","362,147","347,384","348,269","346,591","353,641","356,557","343,841","318,705","313,420","327,506","342,195","355,132","382,231","409,400","435,250","425,706"
2,"350,207","350,619","357,495","367,214","377,860","376,372","379,023","386,795","397,466","393,568","387,665","382,279","385,016","370,847","362,111","350,206","343,538","331,282","323,442","326,926","332,884","340,590","347,883","357,035","350,257","355,145","366,616","368,337","381,464","385,857","377,531","375,712","379,461","368,853","363,800","362,284","347,527","348,107","346,742","352,990","355,831","342,973","317,847","312,895","327,109","340,238","353,987","380,427","407,374","433,924","424,248","445,504"
3,"357,233","356,763","366,121","377,567","375,739","378,753","387,455","398,231","394,939","389,086","383,846","385,930","371,446","363,804","350,564","344,051","331,801","324,615","327,953","334,330","342,855","347,071","356,990","351,429","354,921","366,026","368,363","381,288","385,987","377,770","375,967","380,941","370,057","365,241","363,208","348,732","349,361","347,550","353,418","355,282","342,177","316,723","311,772","326,649","339,692","351,947","379,054","405,141","432,281","423,342","443,699","447,954"
4,"362,890","365,864","376,777","375,545","378,102","387,215","398,725","395,983","390,316","385,039","387,203","372,956","365,105","350,792","344,260","332,488","325,332","329,970","335,655","344,732","349,327","356,106","352,338","355,258","365,466","368,293","381,302","386,114","378,116","375,699","380,610","371,021","365,840","363,703","348,955","349,872","349,453","354,326","355,584","341,829","315,796","310,686","326,153","339,222","351,347","377,512","403,659","430,259","422,320","442,592","446,122","460,275"
5,"372,008","376,887","374,868","378,144","386,909","398,706","397,082","391,454","386,379","388,416","373,654","366,267","351,633","344,723","332,923","326,348","330,887","336,660","346,899","351,357","357,826","352,946","354,228","364,964","368,166","380,846","386,044","377,967","375,572","380,364","370,790","366,481","364,079","349,259","349,962","349,878","355,668","356,615","342,107","315,487","310,027","325,448","338,586","350,621","376,774","402,185","428,930","421,207","441,053","444,529","458,855","456,001"
6,"382,728","374,925","377,738","387,036","398,321","397,416","392,419","387,392","389,618","374,223","366,546","351,340","345,341","333,592","327,022","332,726","337,790","348,116","353,193","359,998","354,366","354,436","364,217","369,005","381,046","386,064","378,603","376,092","380,536","371,088","366,665","364,926","350,073","350,817","350,049","356,125","357,694","342,846","315,792","309,670","324,679","338,133","350,535","376,087","401,230","428,043","420,506","439,632","442,819","458,009","455,484","465,280"
7,"380,814","377,944","387,082","398,523","397,667","393,075","388,624","390,748","375,034","366,984","352,905","344,955","334,476","327,974","334,381","339,895","349,444","354,324","362,204","356,572","355,834","363,989","368,486","381,209","385,997","378,634","376,163","380,615","371,397","366,524","365,097","350,801","351,170","350,511","356,474","358,391","343,678","316,579","310,058","324,549","337,526","350,005","375,908","400,458","427,812","420,248","438,539","441,477","456,351","455,377","465,275","463,220"
8,"383,373","387,571","398,355","398,285","393,576","389,445","391,934","375,823","367,589","354,705","346,944","334,365","329,036","336,117","341,685","351,747","355,537","363,418","358,605","357,897","365,768","368,838","380,693","386,498","378,899","376,152","380,641","371,707","366,708","365,393","351,130","351,857","351,157","357,422","358,611","344,169","317,390","310,916","324,944","337,418","349,356","375,285","400,032","427,192","420,570","437,986","440,273","454,560","454,623","465,621","463,129","451,889"
9,"393,012","398,789","398,640","394,412","390,231","392,871","376,789","368,243","356,625","349,097","336,579","329,167","337,975","343,599","353,652","357,534","364,797","359,792","359,759","367,884","370,162","381,163","386,397","379,824","376,411","380,682","372,134","366,808","365,973","351,571","352,042","351,956","357,774","358,871","344,451","317,935","311,873","325,695","337,836","349,147","374,725","399,622","427,101","420,548","437,575","439,984","452,960","453,450","464,910","463,644","451,867","446,580"
10,"403,978","399,653","394,875","391,201","393,685","377,317","369,014","358,505","351,358","338,957","331,368","339,048","345,544","354,963","359,014","367,321","361,707","360,929","368,643","371,505","383,026","385,964","379,373","376,787","380,572","372,111","366,877","366,336","352,024","351,867","351,574","358,430","359,759","344,831","318,054","312,175","326,283","338,725","349,360","374,343","398,884","426,624","420,998","436,928","439,736","452,331","453,307","464,552","463,599","452,545","446,964","436,662"
11,"404,330","395,985","391,781","394,824","377,874","369,533","360,406","353,537","341,392","333,688","340,176","346,840","357,132","360,314","368,975","363,939","362,857","370,151","371,971","384,471","387,748","379,738","376,573","381,388","372,617","367,152","367,083","352,721","352,300","352,099","359,150","360,724","345,660","318,996","312,771","327,149","340,073","350,471","374,599","398,510","425,584","421,073","436,799","439,462","451,739","453,835","465,092","463,794","452,759","447,579","437,443","420,563"
12,"400,416","393,066","395,686","378,802","370,046","362,237","355,825","343,833","336,122","341,487","347,827","358,569","362,207","370,396","365,394","365,003","372,180","372,913","384,707","389,008","380,014","376,352","380,982","373,255","367,204","367,350","353,241","352,456","352,357","359,479","360,819","346,334","319,504","313,261","327,501","340,435","351,147","375,189","398,450","424,724","420,295","436,471","439,771","451,632","455,124","465,577","463,917","453,181","447,841","438,499","420,997","410,345"
13,"397,284","397,127","379,349","370,841","364,081","358,073","346,413","338,590","342,960","348,950","359,258","363,614","372,491","366,733","366,569","374,466","374,398","385,413","389,082","380,495","376,622","381,282","373,416","368,176","368,043","353,734","353,044","352,898","359,929","361,184","346,784","320,372","314,055","328,027","340,947","351,776","375,887","399,198","424,366","419,722","435,946","439,350","451,732","456,066","466,708","464,451","453,371","448,295","438,866","421,711","410,483","399,776"
14,"401,429","380,779","371,671","366,232","360,588","349,088","341,492","344,685","350,448","360,345","364,014","374,099","368,613","367,822","376,093","376,285","386,878","389,458","379,322","377,461","381,585","373,396","367,772","368,708","354,107","352,936","353,151","360,239","361,514","347,055","320,776","314,830","329,025","341,334","352,133","376,340","400,020","424,585","419,377","435,817","439,134","451,403","457,112","467,893","465,345","453,998","448,578","439,010","422,129","411,205","400,411","389,697"
15,"384,696","373,117","368,374","363,401","352,096","344,384","346,741","352,180","361,762","364,713","374,557","371,544","370,188","379,426","379,195","389,470","390,937","380,698","378,627","383,368","373,354","368,665","367,725","354,562","353,176","353,780","360,894","362,395","347,721","321,424","315,493","329,900","342,351","352,822","376,705","400,346","425,147","420,001","436,062","439,397","451,466","457,417","469,164","466,842","454,957","449,450","439,908","422,634","412,559","402,084","390,285","381,591"
16,"377,231","370,658","365,677","355,465","347,973","349,191","354,705","363,809","366,169","375,600","371,835","373,732","382,357","382,918","392,912","393,875","381,587","381,086","385,444","375,827","368,532","369,740","354,234","353,452","354,090","361,379","362,689","348,397","321,973","315,937","330,247","343,608","353,704","377,524","400,694","425,372","420,803","436,915","440,204","452,034","457,869","469,577","468,039","456,534","450,634","440,917","423,604","412,948","403,157","391,124","381,974","371,055"
17,"375,133","369,378","359,072","352,597","353,118","358,147","367,554","368,993","378,060","373,385","375,419","387,003","385,848","398,749","398,166","384,607","382,360","388,744","378,264","371,099","369,774","356,551","352,414","354,535","361,624","363,145","348,673","322,489","316,444","330,475","343,827","355,981","379,222","402,494","426,330","422,184","438,571","442,225","453,585","461,352","472,349","468,233","458,174","451,856","442,607","424,708","413,884","404,051","391,965","382,588","371,345","380,579"
18,"378,035","368,029","361,208","361,664","365,370","374,759","376,596","384,508","378,625","380,496","391,614","393,550","404,053","406,963","391,054","387,988","391,614","384,838","375,356","373,500","357,863","350,912","348,100","358,817","359,950","346,538","321,084","315,918","330,595","343,876","355,955","380,345","402,577","426,536","422,170","439,553","443,477","454,857","461,766","474,391","469,821","459,506","453,738","443,935","426,277","415,012","405,542","393,060","383,159","372,196","381,048","378,238"
19,"379,313","376,290","375,647","378,427","387,136","387,956","397,335","389,592","391,213","401,487","402,326","415,610","415,256","402,136","400,082","402,172","390,465","387,384","382,320","364,808","355,502","352,705","360,479","364,809","351,381","327,446","322,890","337,560","349,356","360,334","383,467","404,702","427,092","423,122","440,175","445,008","456,551","463,627","474,624","475,635","464,511","455,948","446,073","428,128","417,101","406,966","394,742","384,484","372,992","382,437","378,729","375,364"
20,"385,794","382,785","385,634","397,547","398,180","406,305","400,096","401,097","410,248","409,499","422,068","423,891","408,652","403,019","410,091","398,244","396,427","391,227","370,805","361,801","359,518","369,242","367,254","351,207","330,342","323,954","337,058","348,904","360,171","383,755","406,677","429,090","424,102","441,348","445,909","458,249","465,934","476,548","476,050","468,053","457,884","447,937","430,260","418,430","408,918","396,134","385,764","373,982","382,439","379,651","375,772","385,769"
21,"388,725","389,601","398,997","406,136","414,545","407,123","410,984","418,763","416,615","428,833","429,922","418,453","411,401","414,773","407,077","404,500","402,729","383,053","371,162","367,153","376,752","371,277","353,921","333,160","327,977","339,619","351,006","362,953","386,045","408,734","430,247","425,206","441,904","446,859","458,166","466,917","477,887","477,119","468,526","459,012","447,568","431,852","420,448","409,970","397,803","386,607","374,954","382,661","379,779","376,383","386,200","396,735"
22,"396,765","404,315","406,805","425,876","418,896","422,308","433,172","428,887","439,716","440,876","429,061","423,010","424,690","413,629","415,517","412,743","396,769","387,362","377,899","384,518","380,070","359,230","337,549","333,080","343,298","353,664","365,758","389,154","411,441","431,416","426,705","443,403","447,307","458,880","466,819","478,468","478,172","469,517","459,501","447,071","429,982","421,358","411,425","398,383","387,038","375,433","383,458","380,623","376,640","386,195","397,137","413,971"
23,"414,814","412,093","425,208","428,425","433,709","442,928","443,435","451,572","451,528","440,833","433,315","434,139","421,610","420,495","422,240","407,016","401,679","392,450","393,986","387,316","367,183","344,491","338,841","348,204","356,112","368,381","391,899","414,749","433,370","428,099","444,505","448,646","459,015","467,251","477,592","478,028","470,196","460,008","447,379","428,232","418,698","411,669","399,465","386,823","375,877","384,264","381,269","376,822","386,183","398,080","413,403","443,224"
24,"422,604","423,239","416,758","426,241","438,360","438,261","450,904","449,638","438,462","432,476","432,235","429,936","427,362","427,041","416,675","413,432","406,710","407,741","397,040","374,287","351,259","345,593","352,670","360,927","370,857","394,059","416,930","435,033","429,848","445,085","449,304","460,272","467,361","477,580","477,037","469,844","460,802","447,866","428,489","416,994","408,354","399,641","386,974","375,537","384,957","381,720","377,091","385,483","398,110","412,663","442,421","481,265"
25,"432,895","418,012","424,158","437,438","438,086","450,233","452,891","441,328","434,579","435,214","430,364","430,890","431,186","419,501","418,626","415,764","414,183","408,560","382,064","356,461","349,884","357,524","367,986","376,146","396,893","419,340","436,614","431,804","446,595","450,053","460,985","468,960","477,729","477,063","468,854","460,530","448,525","428,879","417,583","406,694","396,389","387,563","375,183","384,013","381,783","376,802","384,441","395,682","410,592","441,517","479,864","381,246"
26,"427,206","428,957","440,338","441,213","454,043","456,555","448,725","441,028","441,401","435,135","433,784","434,445","423,855","423,250","420,978","422,475","415,223","392,812","362,728","355,045","361,717","372,191","382,736","401,765","422,460","438,431","433,515","448,310","451,954","461,823","469,079","478,825","477,033","468,842","459,315","448,385","429,601","418,486","407,354","394,562","384,291","375,719","383,758","380,770","376,232","384,106","394,744","408,027","438,915","479,034","379,593","374,688"
27,"437,447","445,636","445,360","459,398","461,468","454,247","449,345","448,997","440,909","438,442","437,853","427,294","429,035","425,414","426,986","423,381","398,983","371,452","361,055","366,423","375,783","386,802","407,703","427,116","440,597","435,513","449,758","453,782","463,889","469,318","478,006","477,660","468,652","459,466","447,422","429,467","419,583","408,208","394,902","382,176","372,323","381,338","380,310","375,085","383,367","394,263","407,317","436,258","476,457","378,230","373,129","376,319"
28,"453,463","450,558","463,380","467,311","460,555","455,316","458,151","447,581","443,669","442,559","430,578","433,973","431,239","431,069","428,085","406,557","376,333","369,332","372,064","380,145","389,964","411,401","433,061","443,757","437,489","451,084","455,336","464,997","470,392","477,139","476,393","469,120","458,795","447,240","428,349","419,586","409,406","395,551","382,043","370,059","378,067","379,534","374,268","382,440","393,568","407,051","435,508","473,867","375,498","372,118","375,267","360,926"
29,"457,446","467,796","471,574","467,231","461,327","464,311","454,849","449,193","447,129","434,429","436,652","436,106","436,053","432,196","411,012","382,047","373,755","379,657","385,295","393,762","413,999","436,287","447,755","440,390","452,686","456,932","466,349","470,939","477,733","475,373","468,276","458,941","446,389","428,008","418,826","409,512","396,337","382,202","369,931","375,773","376,033","372,798","381,798","392,594","406,492","434,981","473,345","373,750","369,581","374,321","359,844","330,575"
30,"473,935","476,054","472,302","467,447","470,816","459,857","455,463","452,206","438,619","440,140","438,661","439,051","436,089","413,624","386,878","375,747","385,160","391,313","395,384","416,466","438,451","450,321","444,453","455,427","458,331","467,840","471,625","477,510","475,552","467,244","457,446","447,437","428,074","419,322","409,877","397,211","383,348","370,465","375,775","374,464","370,041","379,141","391,687","405,402","434,096","472,750","373,564","367,351","372,220","358,727","329,343","309,586"
31,"481,699","477,487","472,310","476,786","464,760","459,347","457,704","442,792","443,532","441,584","441,911","439,370","417,290","388,350","380,013","387,001","395,922","400,323","417,840","440,107","452,609","446,395","458,180","460,367","468,855","472,447","477,627","475,201","467,856","456,763","446,813","428,919","420,043","410,305","397,210","383,647","371,543","376,471","374,604","368,967","377,035","391,013","405,147","433,126","471,920","373,349","367,150","370,535","357,299","328,792","308,532","328,340"
32,"482,662","476,600","480,885","469,215","462,081","459,906","446,189","446,004","443,436","444,162","441,393","420,458","390,767","381,636","391,234","397,614","404,415","422,322","440,885","455,015","448,303","460,038","463,037","470,525","472,924","478,050","475,385","467,653","457,363","446,177","428,634","421,525","411,638","397,952","383,767","372,081","377,741","375,564","369,218","376,253","389,429","404,299","432,940","471,121","372,341","366,877","370,392","355,679","327,251","308,047","327,698","329,063"
33,"481,201","485,429","471,852","465,370","462,297","447,919","448,927","445,580","446,679","443,899","422,518","392,630","383,933","392,855","401,112","405,607","425,472","444,149","456,094","449,872","461,683","464,613","472,736","473,973","478,174","475,491","467,757","456,966","446,740","428,378","421,315","413,297","399,299","384,162","372,341","378,251","376,835","370,234","376,586","388,959","403,185","432,633","470,805","371,974","366,179","370,340","355,135","326,433","305,967","327,170","328,477","326,540"
34,"489,549","475,319","467,692","465,224","450,105","450,616","448,410","449,506","446,649","425,159","394,753","386,014","395,310","402,635","408,753","426,441","446,695","459,630","450,469","463,043","466,086","474,120","475,680","478,592","475,295","467,812","456,830","446,250","428,993","420,921","413,325","401,096","385,529","372,762","378,801","377,596","371,682","377,901","389,514","403,327","431,999","470,712","371,622","365,955","369,642","354,730","325,893","304,461","325,124","328,050","325,855","323,709"
35,"479,022","469,934","466,643","452,272","452,274","449,562","452,525","449,292","427,791","397,110","388,008","395,571","403,665","411,119","428,222","448,115","461,590","451,862","464,508","465,797","475,088","476,154","479,312","475,486","467,367","456,272","445,538","428,011","421,051","412,936","400,665","386,580","374,120","379,377","377,896","372,199","378,527","390,829","404,002","432,490","470,500","371,176","365,644","369,192","354,091","325,738","303,909","322,896","326,728","325,316","323,077","319,679"
36,"473,453","468,416","453,262","453,803","450,545","454,022","452,004","430,220","399,304","389,983","397,545","403,845","411,813","430,120","449,186","463,389","453,089","465,645","467,068","474,409","477,226","479,485","476,509","468,165","456,247","445,657","427,973","420,710","413,850","400,743","386,910","375,151","380,303","378,305","372,589","379,440","391,576","404,884","432,678","470,502","370,643","365,240","368,852","353,787","325,138","303,400","322,302","325,515","324,149","322,340","319,245","315,235"
37,"471,642","454,295","454,409","451,415","455,153","453,272","432,502","401,199","391,762","399,436","405,694","411,842","430,626","450,579","464,987","454,238","466,699","468,101","475,204","476,890","480,667","476,076","468,446","456,245","445,162","427,677","420,317","413,429","401,359","387,003","375,760","380,883","378,882","372,530","379,382","391,724","405,159","433,147","470,550","370,042","364,722","368,278","353,211","324,801","302,759","321,608","324,908","323,172","320,987","318,718","314,406","307,197"
38,"457,048","454,986","451,687","456,361","454,658","433,879","403,297","393,514","401,340","407,649","413,444","430,362","450,501","466,932","455,326","467,823","469,097","475,605","477,821","480,545","477,229","468,290","456,710","445,314","427,571","420,078","413,499","400,997","387,726","376,121","380,855","378,976","372,631","378,630","391,276","404,624","432,832","470,501","369,417","363,902","367,203","352,927","324,300","302,630","320,934","324,045","322,546","320,191","317,423","313,799","306,425","311,161"
39,"457,701","451,883","456,815","456,022","435,077","404,395","395,287","403,082","409,557","415,069","431,807","449,741","467,503","456,500","468,523","469,966","476,044","478,211","481,569","477,060","468,976","456,720","446,024","427,922","420,085","413,691","401,199","387,629","377,077","381,052","378,996","372,810","379,108","390,529","404,305","432,461","470,254","369,257","363,512","366,477","351,742","324,131","302,408","320,601","323,401","321,919","319,531","316,345","312,492","305,779","310,104","321,572"
40,"454,064","457,399","456,501","436,223","405,448","396,223","404,899","411,206","416,697","433,243","451,003","468,191","457,004","469,218","468,839","477,034","477,784","482,058","477,570","469,001","457,389","445,137","428,401","419,872","413,468","401,027","387,668","377,065","381,395","378,466","372,850","378,911","390,565","403,426","431,580","469,682","369,166","363,531","366,092","350,790","322,998","301,933","320,293","323,160","321,704","318,888","315,791","311,033","304,897","309,513","321,060","330,442"
41,"459,346","457,077","436,738","406,210","397,035","405,903","412,922","418,049","434,661","452,272","469,654","456,966","469,575","469,364","475,382","478,897","481,700","478,096","469,084","457,431","445,344","427,816","420,421","413,747","400,866","387,636","377,202","381,109","378,501","372,881","378,808","390,835","403,651","431,236","469,298","368,615","363,340","366,027","350,212","322,026","300,822","319,967","323,086","321,596","318,580","315,104","310,691","303,408","308,503","320,576","329,656","334,731"
42,"458,625","437,438","406,398","397,642","406,814","413,935","419,578","435,914","453,494","471,058","458,271","469,434","469,602","475,339","477,503","482,874","477,746","469,139","457,631","445,001","428,041","420,004","414,387","401,067","387,549","377,190","380,942","378,026","373,053","378,491","390,559","403,787","431,358","469,393","368,034","362,947","365,759","349,934","321,431","299,923","318,767","322,830","321,411","318,182","314,755","310,107","302,964","307,711","319,468","328,953","334,003","332,013"
43,"438,754","406,634","397,586","407,583","414,988","420,598","437,365","454,749","472,664","459,694","470,691","469,357","474,994","477,531","481,704","478,760","468,491","457,842","444,738","427,866","420,246","413,943","401,531","387,747","377,261","380,780","377,658","372,868","378,290","390,173","403,461","431,339","469,000","367,689","362,648","365,342","349,504","321,156","299,220","317,862","321,749","321,111","317,709","314,428","309,583","302,274","307,131","318,123","327,891","333,509","330,872","331,418"
44,"407,583","397,956","407,543","415,640","421,351","438,091","455,786","473,881","460,928","471,842","470,513","474,193","477,311","481,863","477,750","468,974","457,338","444,556","427,649","420,132","413,910","401,097","388,438","377,886","380,681","377,441","372,820","377,776","390,103","402,880","431,389","468,801","367,269","362,676","364,896","348,979","320,646","298,866","317,051","321,026","320,098","317,106","314,102","309,424","301,948","306,320","317,441","326,926","332,486","329,985","330,257","337,914"
45,"398,808","407,728","415,326","421,766","438,889","456,493","475,181","462,142","473,100","471,701","475,009","476,570","481,192","477,502","468,842","457,306","443,726","427,228","419,238","413,299","400,011","387,634","378,432","380,599","376,671","372,481","377,155","389,232","402,264","430,683","466,280","366,795","362,073","364,427","348,104","319,944","298,165","316,425","320,472","319,319","315,991","313,653","309,040","301,574","305,746","316,753","326,101","331,148","328,781","329,200","336,893","345,904"
46,"408,193","415,675","421,376","439,126","456,949","475,916","463,335","474,155","472,902","475,901","477,191","480,677","476,876","468,255","457,299","443,321","426,531","418,902","412,190","399,484","386,777","377,685","380,760","376,543","372,178","376,668","388,744","401,454","430,413","464,582","366,888","361,936","364,111","347,798","319,318","297,509","315,724","320,051","318,676","315,071","312,641","308,534","301,267","305,011","316,288","325,213","329,894","327,276","327,919","335,878","344,798","347,221"
47,"415,990","421,767","438,527","457,026","476,662","464,190","475,178","473,917","476,741","477,775","481,120","476,378","467,296","456,950","442,843","426,133","418,219","411,498","398,575","386,335","376,545","379,929","376,554","372,013","375,909","387,892","400,718","429,480","462,403","367,078","361,797","363,957","347,257","318,901","296,766","314,904","319,487","318,263","314,342","311,835","307,544","300,650","304,495","315,544","324,515","328,917","326,149","326,398","334,415","343,630","346,015","354,791"
48,"421,785","438,691","456,259","476,739","464,767","475,814","474,893","477,433","478,392","481,609","476,713","466,410","456,220","442,075","425,829","417,781","410,552","398,016","385,421","375,753","378,709","375,598","372,125","375,407","387,202","399,928","428,901","460,339","367,287","361,635","362,797","346,743","318,229","296,003","313,968","318,634","317,454","313,608","310,951","306,562","299,642","303,855","315,188","323,458","328,196","325,099","325,110","332,875","342,055","344,729","353,293","358,283"
49,"438,547","456,417","476,028","464,795","476,292","475,527","478,129","478,814","482,024","476,931","466,441","455,551","440,998","425,099","417,461","409,863","397,110","384,848","374,573","377,952","374,667","371,345","375,099","386,669","399,090","428,205","458,644","366,996","361,563","361,766","346,190","317,667","295,227","313,171","317,811","316,557","312,584","310,160","305,620","298,712","302,696","314,067","322,683","327,130","324,221","323,888","331,364","340,264","342,930","351,395","356,750","379,170"
50,"456,008","476,116","464,177","476,061","476,000","478,342","479,140","482,319","477,180","466,496","455,591","440,842","424,058","416,519","409,124","395,878","383,839","373,244","376,418","373,302","370,396","374,125","386,342","398,235","427,365","456,685","366,864","360,933","360,599","345,402","316,796","294,363","312,099","316,784","315,362","311,270","309,037","304,626","297,696","301,516","312,704","321,190","326,176","323,191","322,730","329,912","338,428","340,654","349,538","354,945","377,075","398,881"
51,"475,404","464,302","475,077","475,641","478,262","478,937","482,343","477,091","466,423","455,438","440,550","423,843","415,515","408,038","395,167","382,661","372,111","375,184","371,986","368,558","373,364","385,345","397,825","426,429","454,843","366,451","360,433","359,343","344,854","316,028","294,360","311,059","315,909","314,425","310,130","307,791","303,491","296,821","300,380","311,289","319,934","324,856","321,942","321,486","328,227","336,767","338,883","347,266","352,865","375,179","396,799","418,097"
52,"463,467","474,967","474,589","477,494","478,599","481,958","476,909","466,151","455,306","440,214","423,526","415,362","406,685","394,077","382,071","370,609","373,942","370,914","366,664","371,601","384,385","396,480","425,918","452,710","366,091","359,781","358,028","343,784","315,034","294,183","310,429","314,982","313,352","309,015","306,592","302,054","295,738","299,230","309,928","318,575","323,333","320,446","319,848","326,611","334,782","337,096","345,184","350,656","372,966","394,570","415,614","289,555"
53,"474,021","474,496","476,287","477,698","481,476","476,446","465,907","455,064","439,794","423,185","414,960","406,193","392,790","381,096","369,644","372,404","369,849","365,126","369,802","382,552","395,347","424,596","451,241","365,490","358,948","356,718","342,834","313,963","293,646","309,453","314,022","312,337","307,748","305,372","300,646","294,274","297,834","308,549","317,328","321,807","318,799","318,101","324,741","332,937","334,845","343,280","348,415","370,405","392,120","413,364","287,687","280,272"
54,"473,097","475,900","476,175","480,278","475,781","465,316","454,684","439,219","422,686","414,408","405,572","392,445","379,805","368,366","371,482","368,507","363,593","368,265","380,637","393,374","422,886","447,625","365,913","358,469","354,867","341,739","312,708","293,575","308,748","313,038","311,541","306,360","303,988","299,225","292,931","296,300","306,906","316,003","320,167","317,024","316,083","322,872","330,960","332,767","340,937","346,357","367,980","389,357","410,582","285,804","278,009","310,030"
55,"474,375","475,670","478,795","474,451","464,454","454,011","438,446","422,082","413,866","404,915","391,626","378,976","367,397","370,644","366,605","362,406","366,927","378,711","391,484","419,800","447,173","365,035","357,737","353,466","340,584","311,505","292,980","307,551","311,936","310,397","305,444","302,545","297,659","291,649","294,778","305,134","314,640","318,553","315,264","314,283","320,911","328,740","330,773","338,452","343,802","365,719","386,968","407,596","283,582","275,735","308,543","330,864"
56,"474,214","478,041","472,643","463,034","452,995","437,360","421,184","412,988","404,001","390,583","377,928","366,310","369,575","365,944","359,954","365,815","377,158","389,331","417,053","445,226","363,025","356,736","351,658","339,442","310,094","292,621","306,622","310,596","309,202","304,497","301,425","295,963","289,893","293,037","303,263","312,937","316,743","313,367","312,470","318,668","326,490","328,066","336,129","341,351","362,894","384,345","405,054","281,635","273,418","306,008","328,486","357,145"
57,"476,348","471,919","461,089","451,442","435,983","420,148","411,936","403,037","389,543","376,817","365,208","368,363","364,965","358,688","363,463","375,745","387,677","414,280","443,754","359,917","354,815","349,997","338,098","308,737","291,406","305,218","309,193","307,569","302,990","299,870","294,369","288,134","291,044","301,350","310,908","314,676","311,439","310,444","316,592","324,216","325,768","332,926","338,784","360,251","381,388","402,092","279,371","271,089","303,296","325,863","354,694","359,999"
58,"469,993","460,191","449,563","434,232","418,814","410,734","401,791","388,277","375,694","363,945","367,041","363,886","357,141","362,159","373,355","386,097","411,941","442,249","357,231","351,864","348,908","336,447","307,241","290,349","303,720","307,430","305,971","301,298","298,238","292,567","286,558","289,062","299,016","308,994","312,492","309,154","308,274","314,370","322,006","323,341","330,117","336,305","357,599","378,403","398,486","277,300","268,758","300,611","323,143","351,765","357,592","355,486"
59,"458,236","448,321","432,202","417,002","409,265","400,376","386,828","374,305","362,731","365,712","362,461","355,428","360,712","371,826","383,409","409,779","441,044","354,373","349,153","346,564","334,681","305,414","289,028","302,133","305,728","304,239","299,602","296,493","290,797","284,699","287,311","296,688","306,801","310,280","306,690","305,639","311,964","319,617","320,842","327,614","333,434","354,605","375,258","395,093","274,598","266,487","297,730","320,044","348,443","354,454","352,262","345,781"
60,"446,134","430,744","414,968","407,275","398,703","385,146","372,748","361,213","364,291","360,901","353,850","358,822","369,746","381,354","407,327","439,135","351,309","346,085","344,782","332,806","303,747","287,717","300,895","303,959","302,346","297,941","294,692","289,077","283,040","285,582","294,760","304,425","307,696","304,196","303,049","309,269","316,897","318,126","324,614","330,559","351,005","371,287","391,556","272,146","263,721","294,930","316,933","344,904","350,904","348,988","342,306","348,010"
61,"428,555","413,595","405,130","396,622","383,310","370,999","359,558","362,595","359,265","352,122","357,011","367,560","379,107","404,554","437,642","348,032","343,073","342,209","330,523","302,143","285,504","298,822","302,433","300,591","296,324","292,657","287,296","281,294","283,934","292,650","301,964","304,990","301,334","300,413","306,327","313,870","315,218","321,651","327,595","347,361","367,191","388,185","269,148","261,014","291,675","313,659","341,430","347,359","345,201","339,051","343,821","348,993"
62,"411,352","403,442","394,286","380,995","368,889","357,719","360,773","357,329","350,349","355,097","365,399","376,850","401,600","435,948","345,374","339,861","339,904","327,531","300,060","283,212","296,537","299,836","298,719","294,257","290,413","285,011","279,098","281,734","290,148","299,097","301,968","298,348","297,365","303,242","310,616","311,934","318,319","324,259","343,669","362,829","383,304","265,715","258,190","288,268","310,074","337,418","343,478","341,463","335,106","339,630","344,461","347,210"
